description,category,amount
INSURANCE PREMIUM NEAR WORK,bills_utilities,-334.92
aliexpress contactless  phone,shopping,-110.83
steam app movie,entertainment,-26.94
bowling - streaming,entertainment,-70.63
Autopay Vueling Fee Ferry Crossing,transport,-9.6
TIDAL BILL,entertainment,-27.72
wayfair web ref b86wiivqar,shopping,-164.31
order rewe bulk food,groceries,-87.22
Return Amazon,shopping,-127.91
tidal visit,entertainment,-103.55
AT&T MONTHLY,bills_utilities,-972.05
WAGE ZMLQDZ64T STOCKHOLM,income,2102.31
ENEL TXN/PARIS WATER,bills_utilities,-589.82
So Crunchyroll,entertainment,-135.25
Revolut Transfer Bill Salary Received,income,4763.65
Science Center / Concert Ticket Film,entertainment,-148.96
Revolut Transfer Card Ref Ms0E3Nr Bonus Received,income,2934.24
Spotify | Invoice | 5Zy8Kcmrz,entertainment,-112.17
Ride At National Express Commute,transport,-29.37
Direct Debit Edeka Fresh Food,groceries,-49.61
Payout (Paypal Transfer),income,4844.65
cinepolis/debit/fr concert ticket,entertainment,-83.37
FLIXBUS AUTO-RENEWAL PASS,transport,-2.92
RENT PAYMENT (BROADBAND) DIRECT DEBIT,bills_utilities,-761.72
Order Ferry,transport,-9.88
SHOW FROM XBOX,entertainment,-148.66
waitrose paypal  eggs,groceries,-67.49
Restaurant N9Zme2 Brussels Sushi,cafe_restaurant,-42.01
Phone Plan Subscription Renewal,bills_utilities,-61.05
Deutsche Bahn Online,transport,-5.67
Payment From Tommy Hilfiger,shopping,-422.5
Best Buy,shopping,-283.07
Waitrose | Payment | 2E3Vfmfp,groceries,-24.86
Xbox Auto-Renewal Club Entry,entertainment,-68.42
ee gdl1fwco dublin,bills_utilities,-1364.63
AXA INSURANCE CREDIT ANNUAL FEE,bills_utilities,-162.52
DENTAL AT GNC DOCTOR VISIT,health,-12.99
Order Payroll Project Payment,income,3634.29
home insurance-paris-stripe,bills_utilities,-35.14
fiverr online,income,989.39
optician / medication,health,-222.32
Penny Inbound Transfer Weekly Shop,groceries,-58.65
credit opera house festival pass,entertainment,-24.77
dd shell journey,transport,-71.61
return steam membership,entertainment,-40.55
Pizza Express Received,cafe_restaurant,-49.43
subscription renewal,bills_utilities,-1180.87
So Iherb,health,-221.19
card payment whole foods fr fresh food,groceries,-110.62
INTEREST PAYMENT | FEE | 2X9FHPXCJ FREELANCE INCOME,income,5031.86
CARD PAYMENT NIKE BRUSSELS SNEAKERS,shopping,-43.65
Aviva Health Direct Debit Therapy,health,-119.78
Apple Music / Movie Subscription,entertainment,-52.25
Corner Shop Payment,groceries,-93.45
Holland Barrett Direct Debit,health,-63.87
Credit Pub Pizza,cafe_restaurant,-36.74
STANDING ORDER RWE BROADBAND BILL,bills_utilities,-901.44
SO PARAMOUNT+,entertainment,-87.31
Standing Order Texaco,transport,-20.02
purchase wizz air pass,transport,-41.01
Purchase Local Market Weekly Shop,groceries,-64.57
Council Tax (Talktalk) Water,bills_utilities,-995.99
Laser Tag Order Recurring,entertainment,-45.61
TGI FRIDAY'S IBAN BURGER,cafe_restaurant,-51.58
taxi monthly,transport,-68.16
SEPHOR US VISA,shopping,-50.53
ORDER AMAZON PRIME VIDEO FESTIVAL PASS,entertainment,-89.85
So Lidl,groceries,-113.21
dental downtown physio,health,-41.54
INTEREST PAYMENT WAGE CREDIT PROJECT PAYMENT,income,2788.83
Standing Order Severn Trent Mortgage Payment,bills_utilities,-41.67
Massage Near Work Vitamins,health,-56.43
RETURN BAKERY CAPPUCCINO,cafe_restaurant,-63.31
ticket at q8 airport transfer,transport,-44.34
Online Shop Online Laptop,shopping,-199.52
engie*inv los angeles mortgage payment,bills_utilities,-1357.86
KAUFLAND BREAD BREAD,groceries,-57.78
Return Planet Fitness,health,-49.75
Purchase Vattenfall Rent Payment,bills_utilities,-1368.33
ASDA WEEKLY SHOP,groceries,-121.21
Contactless Myprotein Protein,health,-30.45
HOLLAND BARRETT AUTO-RENEWAL,health,-45.7
STANDING ORDER SEVERN TRENT,bills_utilities,-1163.07
SUPPLEMENTS OUTING,health,-231.13
Charging Near Work,transport,-12.21
purchase grocery store,groceries,-112.21
PAYMENT FROM REI,shopping,-44.9
CREDIT EDEKA GROCERY,groceries,-87.0
card payment tim hortons dublin snack,cafe_restaurant,-35.95
MONTHLY BILL FROM ORANGE ELECTRICITY,bills_utilities,-1076.49
EUROSTAR WITH FRIENDS,transport,-59.09
Fuel Outing Fare,transport,-10.19
AUTOPAY LEON TRANSFER,cafe_restaurant,-38.23
Dinner At Burger Joint,cafe_restaurant,-64.69
DIRECT DEBIT ODEON ESCAPE ROOM,entertainment,-84.32
Corner Shop*Nxb0Xhi4,groceries,-23.15
DOUGLAS F3CP2L5 EU SNEAKERS,shopping,-42.14
tesco visit,groceries,-50.8
DIRECT DEBIT FERRY JOURNEY,transport,-20.59
DIM SUM INBOUND TRANSFER,cafe_restaurant,-26.41
STANDING ORDER REVOLUT TRANSFER,income,4247.07
PERFORMANCE BONUS PROJECT PAYMENT INTEREST CREDITED,income,3004.02
Headphones Outing,shopping,-98.0
Restau Berlin Txn,cafe_restaurant,-53.6
KAUFLAND WEEKLY SHOP EGGS,groceries,-77.19
Supermarket Run From Coop Vegetables,groceries,-83.5
AXA HEALTH MASTERCARD,health,-18.77
netto fwpwp5j6k3 warsaw,groceries,-114.04
contactless la fitness,health,-28.57
organic (local market),groceries,-45.85
order rei,shopping,-397.63
brasserie / dinner wine,cafe_restaurant,-27.58
BROADBAND BILL CREDITED,bills_utilities,-279.21
At&T Autopay Rome,bills_utilities,-900.08
rei inbound transfer electronics,shopping,-386.92
COMEDY CLUB DIRECT DEBIT GAME,entertainment,-98.62
EVENT TICKET AT PLAYSTATION BOWLING,entertainment,-25.16
Metro Contactless Ref Dj4Ha57C8 Ferry Crossing,transport,-65.41
LABORATORY SUBSCRIPTION RECURRING MASSAGE,health,-127.72
Order Domino'S Takeaway,cafe_restaurant,-49.78
PAYPAL SCIENCE CENTER VIENNA,entertainment,-41.39
holland barrett credit physio,health,-139.31
refund received outing,income,754.52
NINTENDO VISIT,entertainment,-58.29
CONTACTLESS HERTZ COMMUTE,transport,-57.25
contactless hertz,transport,-6.45
GOG INBOUND TRANSFER,entertainment,-20.38
Shoes From Aliexpress,shopping,-160.66
SUBSCRIPTION RENEWAL NEAR WORK MORTGAGE PAYMENT,bills_utilities,-260.94
Credit Burger Joint Beer,cafe_restaurant,-63.43
PAPA JOHN'S | PURCHASE | PHSAY6RVF BURGER,cafe_restaurant,-36.59
HABITAT PAYPAL,shopping,-71.2
tim hortons-lisbon-sepa pizza,cafe_restaurant,-7.78
TEXACO TXN/LISBON,transport,-36.22
Contactless Waitrose,groceries,-129.87
SWISSCOM/FEE/STOCKHOLM,bills_utilities,-110.25
BUPA SEPA WORKOUT,health,-129.45
Cafe Stripe Espresso,cafe_restaurant,-46.17
Purchase Apple Store,shopping,-328.46
CONTACTLESS AIRBNB PAYOUT COMMISSION PAID,income,5993.96
Standing Order Clothing Store Sneakers,shopping,-20.72
so thai restaurant coffee,cafe_restaurant,-63.3
Uber Autopay/Brussels,transport,-35.53
Monthly Pay Delivery Dividend Payment,income,4978.2
COSTA COFFEE*A91PKSF SANDWICH,cafe_restaurant,-31.43
Purchase Crunchyroll,entertainment,-103.4
dd rei clothes,shopping,-177.47
THEATRE INBOUND TRANSFER,entertainment,-140.01
Refund Payment Commission Paid,income,1282.28
Appliance Near Work Purchase,shopping,-30.82
FRESH FOOD AT PENNY BREAD,groceries,-52.09
IHERB*79YN8FH9Z,health,-5.11
homeware near work sneakers,shopping,-316.9
dinner from popeyes,cafe_restaurant,-6.27
MEDIAMARKT CREDIT EU,shopping,-364.63
Aviva Health*Sub Eu,health,-175.25
milk from whole foods,groceries,-34.46
pasta (mcdonald's),cafe_restaurant,-43.08
Severn Trent*2Cf70Uvw Phone Plan,bills_utilities,-1422.94
DD SPAR,groceries,-95.0
ALIEXPRESS AUTO-RENEWAL ACCESSORIES,shopping,-148.81
ANNUAL FEE (SCOTTISH WATER),bills_utilities,-1318.54
TAX REBATE WITH FRIENDS DIVIDEND PAYMENT,income,2331.25
AUTOPAY SCIENCE CENTER TXN IN-APP PURCHASE,entertainment,-30.39
RECURRING PUB DRINKS,cafe_restaurant,-8.42
PAYROLL - PROJECT PAYMENT PAYOUT,income,3537.74
greyhound*8bh78j52 petrol,transport,-5.7
Card Payment Anytime Fitness Vienna,health,-47.82
PIZZER ROME ECOM,cafe_restaurant,-50.15
itsu latte takeaway,cafe_restaurant,-64.77
car park*txn los angeles fare,transport,-21.26
Billa*1Ddphf,groceries,-68.82
cineworld autopay new york,entertainment,-48.07
gig outing game,entertainment,-57.37
SAINSBURY'S BILL MILK,groceries,-48.27
CONTACTLESS WISE TRANSFER REFUND RECEIVED,income,1643.52
SUBSCRIPTION NEAR WORK,entertainment,-75.14
Cafe Received Ramen,cafe_restaurant,-54.19
Department Store Iban  Jewellery,shopping,-375.91
RECURRING SEVERN TRENT,bills_utilities,-445.28
ORDER Q8,transport,-12.02
Cafe Payment Dinner,cafe_restaurant,-54.15
five guys*fvsfoa drinks,cafe_restaurant,-39.69
MONTHLY PAY IBAN,income,3286.63
Dim Sum Monthly Espresso,cafe_restaurant,-50.47
SWISSCOM DELIVERY MORTGAGE PAYMENT,bills_utilities,-366.12
Escape Room Online,entertainment,-149.05
octopus energy/txn/gb,bills_utilities,-1379.54
DD VUELING,transport,-12.12
Theatre - Gig Dlc,entertainment,-14.96
WHOLE FOODS*DEB EU PRODUCE,groceries,-96.92
standing order salary payout,income,1955.6
Direct Line Fee Debit Rent Payment,bills_utilities,-1477.91
kebab shop with friends,cafe_restaurant,-27.0
Card Sky Water Water,bills_utilities,-605.65
Amazon Online,shopping,-389.23
Food Shopping Downtown,groceries,-117.05
Payment From Indian Takeaway Dessert,cafe_restaurant,-11.54
Payroll Freelance Income,income,5026.81
STREAMING DOWNTOWN EVENT TICKET,entertainment,-9.37
virgin media visit,bills_utilities,-1406.22
swisscom paypal london,bills_utilities,-1159.36
uniqlo mastercard vienna,shopping,-339.72
equinox monthly,health,-133.04
Bowling,entertainment,-22.59
RAMEN SHOP DEBIT WARSAW,cafe_restaurant,-50.62
Council Tax Near Work,bills_utilities,-144.07
vueling auto-renewal,transport,-19.23
parking fee outing ferry crossing,transport,-72.2
CONTACTLESS MYPROTEIN GYM,health,-178.1
NATIONAL RAIL DELIVERY PASS,transport,-49.95
airport transfer downtown,transport,-70.12
M&S FOOD BILL WEEKLY SHOP,groceries,-26.39
Produce Near Work Vegetables,groceries,-50.89
naturkost payment,groceries,-48.75
ANYTIME FITNESS VISIT,health,-153.56
parking fee credited fuel,transport,-64.68
OUTLET STORE ONLINE,shopping,-466.9
Order Metro Trip,transport,-37.51
snack credited cappuccino,cafe_restaurant,-3.75
Billa Delivery Bulk Food,groceries,-74.33
Electricity From Home Insurance,bills_utilities,-330.99
order l'occitane laptop,shopping,-211.18
card payment sixt prague airport transfer,transport,-32.58
government payment bill dividend payment,income,5887.58
costa coffee cake delivery meal,cafe_restaurant,-40.74
Order Direct Line Mortgage Payment,bills_utilities,-1285.6
CONTACTLESS DEPARTMENT STORE ACCESSORIES,shopping,-454.36
Standing Order Specialist Physio,health,-93.42
thames water direct debit insurance premium,bills_utilities,-395.37
GREYHOUND BILL,transport,-21.0
Greggs Bill Cappuccino,cafe_restaurant,-11.88
order anglian water phone plan,bills_utilities,-833.34
RIDE,transport,-29.31
edeka with friends,groceries,-71.92
SHAKE SHACK ONLINE,cafe_restaurant,-28.43
Standing Order Myprotein Health Insurance,health,-71.8
RECURRING RYANAIR FERRY CROSSING,transport,-32.66
PUB / CAPPUCCINO,cafe_restaurant,-30.38
order apple music,entertainment,-45.52
Order Therapy Therapy,health,-219.79
e.on - electricity council tax,bills_utilities,-1189.87
CONTRACTOR FEE WITH FRIENDS BONUS RECEIVED,income,1999.9
CARD TOPTAL REFUND RECEIVED,income,5213.27
CASHBACK*S141R7K SALARY RECEIVED,income,2534.75
drinks (mcdonald's) lunch,cafe_restaurant,-20.29
REFUND RECEIVED NEAR WORK REFUND RECEIVED,income,430.98
Payment From Axa Health,health,-11.85
Autopay Laser Tag Purchase Gig,entertainment,-123.71
RECURRING UPWORK WAGE CREDIT,income,1748.36
Autopay Sports Direct Txn Homeware,shopping,-262.17
COMPANY PAYROLL*D169UM2 REFUND RECEIVED,income,575.15
Sushi  Gb Debit Breakfast,cafe_restaurant,-51.08
MEMBERSHIP FROM ROBLOX,entertainment,-83.31
ELKJØP PHONE,shopping,-278.98
apple music inbound transfer event ticket,entertainment,-59.23
Contactless Roblox,entertainment,-95.21
CURRYS DELIVERY,shopping,-386.07
amazon music visit event ticket,entertainment,-134.88
CHARGING FROM NATIONAL EXPRESS,transport,-36.22
Gp Surgery Received Medical,health,-221.87
VUE CINEMA SUBSCRIPTION CREDIT FILM,entertainment,-76.34
Naturkost Sepa Groceries,groceries,-88.8
EPIC GAMES HV1G8PG0L3 EU BOWLING,entertainment,-92.56
Sncf Mastercard Ref Fvbcq2,transport,-31.65
ASDA INVOICE AUTOPAY BULK FOOD,groceries,-28.87
EMPLOYER PAYPAL REF KLCTEU,income,4403.32
shoes at zara,shopping,-428.48
bulk food at waitrose milk,groceries,-96.43
Subscription Renewal Credited Mortgage Payment,bills_utilities,-671.04
Bowling*Ord Berlin,entertainment,-77.43
AUTOPAY CURVES CHARGE FITNESS CLASS,health,-68.54
vattenfall subscription iban annual fee,bills_utilities,-1419.96
enterprise / ferry crossing airport transfer,transport,-6.8
AUTOPAY VAT REFUND PAYMENT REFUND RECEIVED,income,4963.34
Food Truck Online,cafe_restaurant,-30.99
crunchyroll with friends club entry,entertainment,-12.77
RECURRING HOSPITAL GYM,health,-77.41
Autopay Boots Debit Medication,health,-21.25
direct line*deb vienna,bills_utilities,-962.82
CINEPOLIS BOWLING,entertainment,-63.61
Autopay Clinic Debit,health,-31.64
direct debit ikea electronics,shopping,-249.63
HOSPITAL - WORKOUT VITAMINS,health,-165.17
AMAZON MUSIC SEPA REF F3WGISWG BOWLING,entertainment,-63.07
NATURKOST AUTO-RENEWAL WEEKLY SHOP,groceries,-122.76
Card Payment Sky Madrid Council Tax,bills_utilities,-643.13
Payment From Local Market Dairy,groceries,-78.55
Cigna*Cre Fr,health,-103.72
PURCHASE MONTHLY PAY,income,4835.99
meat at whole foods,groceries,-93.57
Dd Kfc,cafe_restaurant,-23.86
mediamarkt delivery,shopping,-81.51
card payment neste london diesel,transport,-13.6
CHIPOTLE BILL,cafe_restaurant,-54.05
credit asda milk,groceries,-54.38
David Lloyd Direct Debit Vitamins,health,-187.73
ORDER NEXT FURNITURE,shopping,-307.98
Dividend Payment Downtown Bonus Received,income,2393.98
HOSPIT US APP,health,-227.87
BAKERY MONTHLY SUSHI,cafe_restaurant,-46.31
KAUFLAND BULK FOOD,groceries,-60.41
EGGS FROM SPAR,groceries,-117.23
Rei Prague Paypal Electronics,shopping,-212.78
Nightclub Delivery Gaming,entertainment,-133.77
interest credited from contractor fee bonus received,income,4513.73
APPLE STORE MONTHLY SHIRT,shopping,-317.3
SAINSBURY'S POS REF O5K4VFTUVU DAIRY,groceries,-27.25
Visa Greggs Los Angeles Snack,cafe_restaurant,-47.85
trip outing,transport,-48.44
DD WENDY'S DELIVERY MEAL,cafe_restaurant,-61.73
PURCHASE WAITROSE GROCERIES,groceries,-117.9
VODAFO NEW YORK WEB,bills_utilities,-930.28
SO REI,shopping,-211.31
AUTOPAY PHONE BILL CHARGE,bills_utilities,-1377.86
Streaming Near Work,entertainment,-43.14
ESSO DELIVERY FARE,transport,-23.5
contactless neste travel card,transport,-56.77
direct line*fee rome annual fee,bills_utilities,-628.27
AVIS/ORDER/GB AIRPORT TRANSFER,transport,-14.7
MAC COSMETICS INBOUND TRANSFER,shopping,-184.94
Purchase Boots Beauty,shopping,-30.49
SEPHORA WITH FRIENDS,shopping,-371.56
TRAM-ROME-CREDIT TRIP,transport,-29.91
Bread Near Work,groceries,-60.99
Debit Bowling Concert Ticket,entertainment,-139.85
RALPH LAUREN VISIT,shopping,-142.53
Swisscom/Invoice/New York Council Tax,bills_utilities,-1169.91
INTEREST PAYMENT RECEIVED,income,2155.06
Netflix*P3Gqxf Streaming,entertainment,-109.88
megabus etyr4z0  shuttle,transport,-33.77
STRIPE ENTERPRISE GB RIDE,transport,-63.93
direct debit billa milk,groceries,-113.52
Myprotein - Therapy,health,-31.24
APPLEBEE'S BEER,cafe_restaurant,-16.07
tesco direct debit,groceries,-12.04
PURCHASE DENTIST THERAPY,health,-77.94
MUBI DHK6R0R FR FILM,entertainment,-97.67
spa received massage,health,-51.12
dd gp surgery,health,-105.02
ZURICH SEPA GAS,bills_utilities,-1192.39
Tram Credit Recurring Trip,transport,-74.12
PAPA JOHN'S DELIVERY,cafe_restaurant,-36.09
STANDING ORDER WAITROSE,groceries,-46.24
nightclub / in-app purchase,entertainment,-125.53
RETURN WISH GIFT,shopping,-404.43
ANYTIME FITNESS 3TLSS1 PRAGUE,health,-191.09
Water Bill Recurring Ref Pifxdr Phone Plan,bills_utilities,-355.96
Order Trader Joe'S Eggs,groceries,-54.28
NEXT MONTHLY TROUSERS,shopping,-482.57
aldi visit dairy,groceries,-46.57
MAC CO WARSAW AUTOPAY,shopping,-90.32
return sainsbury's,groceries,-91.75
Currys*Cha Stockholm Jacket,shopping,-202.71
puregym-us-web,health,-88.6
ONLINE SHOP WITH FRIENDS CLOTHES,shopping,-182.98
Direct Debit Leon Cocktail,cafe_restaurant,-29.97
SPECIALIST*PAY FR SUPPLEMENTS,health,-201.82
specialist/debit/new york,health,-106.68
PARKING/TRANSFER/PRAGUE TICKET,transport,-11.96
Fitness Class (Spa),health,-228.1
so toptal,income,5990.49
GAME AT BOWLING EVENT TICKET,entertainment,-32.65
Sneakers At Sports Direct Online Order,shopping,-398.57
Return Penny Produce,groceries,-42.35
toptal received salary received,income,4769.48
MINI GOLF BILL,entertainment,-111.69
MEDICINE AT SPECIALIST PROTEIN,health,-66.29
SO EDEKA,groceries,-101.89
Direct Debit Bowling Gaming,entertainment,-51.35
tram direct debit,transport,-48.64
PURCHASE VUE CINEMA MEMBERSHIP,entertainment,-116.38
CROSSFIT DIRECT DEBIT PHYSIO,health,-59.88
WIZZ AIR PAYMENT,transport,-31.16
ITSU*44UMRRSUX ESPRESSO,cafe_restaurant,-11.45
NEXT SHOES PURCHASE,shopping,-426.08
FREE NOW*PAY MADRID,transport,-72.72
Burger King App De Delivery Meal,cafe_restaurant,-34.44
sse delivery mortgage payment,bills_utilities,-1133.86
aliexpress with friends,shopping,-188.15
ALDI TXN APP BREAD,groceries,-71.94
Contactless Lloyds Pharmacy Therapy,health,-103.38
TESCO/TRANSFER/NEW YORK,groceries,-86.85
CREDIT HUMBLE BUNDLE CLUB ENTRY,entertainment,-57.43
OPTICIAN SEPA PHYSIO,health,-58.8
crossfit autopay ref aao9sm5k supplements,health,-161.77
COMMUTE NEAR WORK SHUTTLE,transport,-76.27
ZARA CLOTHING,shopping,-339.29
sky insurance premium gas,bills_utilities,-548.21
Autopay Trampoline Park Payment Series,entertainment,-82.14
Amazon Prime Video Order Credit Film,entertainment,-67.68
PIZZA EXPRESS/ORDER/WARSAW,cafe_restaurant,-40.42
RENFE/INVOICE/DE COMMUTE,transport,-55.98
carrefour auto-renewal produce,groceries,-93.96
POS CIGNA CHECKUP,health,-240.24
Aldi With Friends,groceries,-21.16
Contactless Planet Fitness,health,-122.25
Sepa E.On Mortgage Payment,bills_utilities,-758.93
Lyft Inbound Transfer,transport,-61.1
SO TALKTALK,bills_utilities,-288.34
tesco payment,groceries,-58.55
WHOLE FOODS*K1T1GZTV8,groceries,-79.78
RECURRING MEDIAMARKT ONLINE ORDER,shopping,-155.85
SEPA NATIONAL RAIL STOCKHOLM,transport,-8.12
RETURN BOWLING SHOW,entertainment,-44.22
Dinner Near Work,cafe_restaurant,-47.49
STREET FOOD*SUB DUBLIN BRUNCH,cafe_restaurant,-31.87
SWISSCOM / ELECTRICITY SUBSCRIPTION RENEWAL,bills_utilities,-1004.24
contactless street food beer,cafe_restaurant,-28.58
dress at ebay phone,shopping,-364.71
So Boots Beauty Electronics,shopping,-32.98
AUTOPAY UPWORK CREDIT FREELANCE INCOME,income,2783.07
nintendo,entertainment,-46.56
STANDING ORDER POPEYES DINE IN,cafe_restaurant,-15.92
KEBAB SHOP WITH FRIENDS SANDWICH,cafe_restaurant,-60.77
greyhound direct debit,transport,-35.35
peopleperhour v48omyfqt3 london cashback credited,income,5359.35
talktalk / direct debit,bills_utilities,-621.1
COMEDY CLUB DEBIT REF 1SCLMBY8,entertainment,-96.27
CARD PAYMENT FIVERR NEW YORK,income,3514.1
npower bill subscription renewal,bills_utilities,-850.08
Amazon Prime Video Monthly Concert Ticket,entertainment,-96.62
So Europcar Commute,transport,-51.84
ORDER CAFE,cafe_restaurant,-63.72
DRESS AT TOPSHOP PHONE,shopping,-213.88
RETURN EASYJET FARE,transport,-36.22
CARD PAYMENT BUS MADRID,transport,-47.44
Txn Best Buy Jacket,shopping,-161.3
CONCERT TICKET NEAR WORK GAMING,entertainment,-61.57
PAYOUT DOWNTOWN,income,3564.94
optician received,health,-204.16
SHELL WITH FRIENDS PASS,transport,-48.75
pizzer us online,cafe_restaurant,-43.05
NINTENDO ONLINE REF 36J4IRY6M GIG,entertainment,-65.38
PHYSIOTHERAPY DELIVERY THERAPY,health,-199.17
RECURRING CIGNA,health,-248.87
vodafone direct debit insurance premium,bills_utilities,-1436.14
Naturkost Contactless,groceries,-124.02
Contactless Corner Shop,groceries,-72.35
marks spencer payment meat,groceries,-24.81
homeware from ralph lauren,shopping,-106.04
SHIRT FROM IKEA PURCHASE,shopping,-373.42
POS SNCF LOS ANGELES,transport,-21.81
Car Park With Friends,transport,-25.7
PLAYSTATION/CHARGE/AMSTERDAM,entertainment,-143.87
HOSPITAL - DOCTOR VISIT MEDICATION,health,-238.9
tgi friday's/fee/new york,cafe_restaurant,-24.04
PUB PARIS CONTACTLESS,cafe_restaurant,-13.96
Mastercard Douglas Warsaw Sneakers,shopping,-86.54
Direct Debit Concert Venue Club Entry,entertainment,-48.69
