description,category
MTA INTL NEW YORK SEPA,transport
CARD VERIZON,other
clinic wire netherlands,health
deutsche bahn madrid ecom,transport
BBC IPLAYER EGYPT EUR,entertainment
Lidl Alex Eur,food
ATM AMEX ORDER,other
APP STEAM,entertainment
XBOX APP EGYPT SEPA,entertainment
salary wa #18423,other
Italo Italy #27403,transport
LIDL NY EUR,food
TRAINLINE BILL,transport
Gym Expense,health
LYFT*EXP VIENNA,transport
APOTEK UK SQUARE,health
SEPA AMC THEATRES,entertainment
TESCO FL EUR,shopping
Atm Ecom/Eur,other
sky paypal madrid,entertainment
ORANGE VISA USA SEPA,other
spotify online fee,entertainment
debit dunkin,food
DEBIT BILLA,food
CHIPOTLE CHARGE VIA MASTERCARD,food
Aldi-Austria-Digital,shopping
tfl brussels iban,transport
Verizon-Brussels-Sepa,other
Kfc Intl Paris,food
EAT.  EUR,food
AMAZON EXPENSE VIA DEBIT,shopping
o2 madrid eur,other
COSTCO PAYMENT ONLINE SPAIN,shopping
GREGGS PURCHASE ONLINE NETHERLANDS,food
CHASE CHARGE,other
apotek card/new york,health
Nando'S-Miami-Pos,food
T-MOBILE AMEX US,other
HOSPITAL BOSTON EUR,health
hsbc germany card,other
Cvs*Fee Wa,health
Subway Mastercard Cairo Sepa,food
Eat.-London-Debit,food
BILLA ACH PURCHASE,food
ride tfl,transport
t-mobile bill online milan,other
taco bell germany visa,food
TXN DUNKIN,food
canal+ txn via card,entertainment
Amtrak Order Online Chicago,transport
CHIPOTLE SPAIN EUR,food
deutsche bahn delivery fee,transport
amc theatres purchase via txn,entertainment
Amtrak Purchase Via Iban,transport
Netflix Il Paypal,entertainment
spotify ach subscription,entertainment
carrefour subscription via pos,shopping
Netflix Spain Paypal,entertainment
t-mobile purchase,other
Netflix-Berlin-Txn,entertainment
youtube*bil belgium,entertainment
Best Buy Square Seattle Sepa,shopping
vodafone*bil ca,other
Orange Germany Eur,other
aldi fee via square,shopping
MTA CHARGE,transport
walmart txn via app,shopping
disney+-paris-iban,entertainment
Boots Sepa Eur,health
visa le pain quotidien,food
CARREFOUR ACH PAYMENT,shopping
LYFT VIENNA EUR,transport
Steam-Giza-Web,entertainment
AMC THEATRES BILL VIA TXN,entertainment
Salary Web Charge,other
Chipotle Txn Online Spain,food
bbc iplayer visa sepa sepa,entertainment
Best Buy Txn,shopping
STARBUCKS*TXN ,food
BBC IPLAYER TXN BILL,entertainment
barclays-ksa-square,other
GYM*BIL LOS ANGELES,health
subway intl/brussels,food
at&t dallas #12265,other
Tfl Digital/Spain,transport
Apotek Purchase Online Brussels,health
Bbc Iplayer-Spain-Mastercard,entertainment
atm tx #28280,other
SEPA CVS,health
EAT.*SUB ITALY,food
best buy card il sepa,shopping
pret a manger ecom order,food
Amtrak Uk Eur,transport
WALMART NETHERLANDS ACH,shopping
canal+ credit bill,entertainment
UBER EXPENSE VIA DELIVERY,transport
MASTERCARD ZALANDO,shopping
mta visa new york,transport
Hospital Paypal/Spain,health
ITALO-TX-WIRE,transport
BEST BUY TXN VIA SQUARE,shopping
Hospital Bill,health
renfe subscription,transport
Eat. Trip Spain,food
AMC THEATRES DELIVERY/MILAN,entertainment
Xbox*Bil Brussels,entertainment
Target Expense,shopping
best buy los angeles #94073,shopping
carrefour trip/belgium,shopping
CARREFOUR CHARGE VIA MASTERCARD,shopping
el corte ingles purchase via ride,shopping
Pharmacy App Subscription,health
Playstationhulu Credit Ny,entertainment
Bart Web Alex Sepa,transport
Cvs Pos Cairo,health
Ride Renfe,transport
o2 ecom/giza,other
Chipotle App Txn,food
bbc iplayer expense,entertainment
hospital txn via intl,health
Vodafone Belgium Eur,other
PLAYSTATIONHULU-EU-VISA,entertainment
italo mastercard/il,transport
EUROSTAR PAYMENT,transport
billa txn via stripe,food
Bart-Fl-Ach,transport
Lyft*Bil Belgium,transport
youtube ny eur,entertainment
subway wa #43111,food
Steam Mastercard Rome,entertainment
TESCO*BIL MIAMI,shopping
DISNEY+-UAE-CARD,entertainment
dunkin purchase via stripe,food
PAUL BAKERY TRIP FEE,food
BILLA KSA #16386,food
salary visa milan sepa,other
TARGET SUBSCRIPTION VIA VISA,shopping
SPAR-VIENNA-DEBIT,food
Amtrak-Spain-Intl,transport
HSBC ORDER ONLINE BERLIN,other
UNKNOWN TRIP SUBSCRIPTION,other
Eurostar Purchase Via Sepa,transport
CHIPOTLE*PUR UK,food
aldi alex eur,shopping
DUNKIN USA #92144,food
Square Eurostar,transport
Bolt Stripe Purchase,transport
Zalando Fee,shopping
debit amazon,shopping
Hsbc Online/Miami,other
bank of america new york eur,other
Debit Barclays,other
Sky Purchase,entertainment
Amtrak Eur Ach,transport
Cvs Square Eur Sepa,health
nando's*pur ,food
ATM-EUR-DEBIT,other
EUROSTAR BILL VIA SQUARE,transport
BEST BUY ALEX #58672,shopping
carrefour payment online italy,shopping
Boots-Rome-Debit,health
Netflix Credit Us,entertainment
apotek ride/,health
hospital trip bill,health
Eurostar Expense Via Ach,transport
LYFT DALLAS #55950,transport
GYM AUSTRIA #47493,health
verizon bill,other
Bbc Iplayer Mastercard Bill,entertainment
sky fee,entertainment
Debit Vodafone,other
PAUL BAKERY LONDON EUR,food
Target Ach Germany Sepa,shopping
Playstationhulu Expense Via Ride,entertainment
mcdonalds square fee,food
best buy-paris-debit,shopping
Xbox Amex/Austria,entertainment
EL CORTE INGLES APP/SEATTLE,shopping
sncf ride payment,transport
Barclays Sepa Tx,other
orange mastercard sepa,other
UBER TRIP SEATTLE SEPA,transport
AMAZON*BIL GERMANY,shopping
barclays bill via square,other
lidl purchase via debit,food
Zalando Payment Online Austria,shopping
BANK OF AMERICA*SUB GIZA,other
Hospital Expense,health
AMAZON CARD/BRUSSELS,shopping
UNKNOWN AMEX MILAN,other
zalando france stripe,shopping
boots-il-trip,health
bolt*sub cairo,transport
youtube ride txn,entertainment
Le Pain Quotidien New York #73824,food
uber app/netherlands,transport
LE PAIN QUOTIDIEN WA EUR,food
tfl subscription online giza,transport
Subway*Fee Austria,food
XBOX TRIP/AUSTRIA,entertainment
Hospital Subscription Online Berlin,health
APOTEK EUR EUR,health
Nando'S Trip Order,food
El Corte Ingles Online  Sepa,shopping
renfe*txn paris,transport
PAYPAL ITALO,transport
BBC IPLAYER CHICAGO VISA,entertainment
chipotle delivery fee,food
uber pos san francisco,transport
Xbox Order Via Ride,entertainment
el corte ingles mastercard austria sepa,shopping
Zalando Fee Online Il,shopping
amtrak charge via txn,transport
KFC US #81741,food
DEUTSCHE BAHN ECOM ORDER,transport
hsbc fee,other
Ach El Corte Ingles,shopping
El Corte Ingles Intl Los Angeles,shopping
NANDO'S AMEX/ROME,food
O2-Sepa-Pos,other
CLINIC APP VIENNA SEPA,health
AMAZON SUBSCRIPTION VIA RIDE,shopping
Subway Dallas Credit,food
gym wire order,health
hospital-giza-digital,health
delivery disney+,entertainment
Nando'S  #22740,food
PRET A MANGER-ROME-ONLINE,food
BARCLAYS ONLINE NEW YORK SEPA,other
spar online fee,food
T-Mobile Milan Eur,other
nando's delivery/seattle,food
Ecom Utility Payment,other
Chase Credit/Madrid,other
chase wa eur,other
delivery pharmacy,health
BBC IPLAYER TXN VIA RIDE,entertainment
amtrak miami #22075,transport
KFC DALLAS #68472,food
Hospital Purchase Via Txn,health
DELIVERY SPAR,food
ECOM XBOX,entertainment
carrefour web italy,shopping
HOSPITAL WEB PURCHASE,health
Youtube Ride Brussels,entertainment
zalando charge,shopping
LE PAIN QUOTIDIEN AMEX MIAMI,food
Youtube App Egypt Sepa,entertainment
TRAINLINE FRANCE STRIPE,transport
eurostar wire vienna sepa,transport
Vodafone Paypal Chicago Sepa,other
mcdonalds*pur vienna,food
carrefour cairo #51826,shopping
billa wire rome sepa,food
disney+ los angeles eur,entertainment
Target Charge,shopping
tfl sepa paris sepa,transport
HSBC PAYPAL/NETHERLANDS,other
paul bakery belgium #40696,food
bart pos/germany,transport
pharmacy ride/berlin,health
Intl Starbucks,food
Playstationhulu Ny Eur,entertainment
docmorris belgium #4367,health
zalando us app,shopping
bart online/paris,transport
BOLT ECOM VIENNA SEPA,transport
LIDL FL #60285,food
amazon payment via digital,shopping
Verizon Wire/Uae,other
ATM MASTERCARD PAYMENT,other
chipotle*fee usa,food
disney+ wa #30857,entertainment
Lyft Amex/Sepa,transport
DISNEY+ TRIP BOSTON SEPA,entertainment
hospital-netherlands-iban,health
zalando giza #13960,shopping
Carrefour Order Online Alex,shopping
BBC IPLAYER DIGITAL ORDER,entertainment
Utility Payment Spain #56852,other
txn amazon,shopping
WALMART SUBSCRIPTION,shopping
Carrefour-Germany-Digital,shopping
Rite Aid Iban France,health
Steam Fee Via Digital,entertainment
lyft il #92633,transport
AMC THEATRES ORDER,entertainment
GYM POS ORDER,health
KFC CAIRO EUR,food
Ecom Walgreens,health
Sky Berlin Intl,entertainment
Billa Uae Sepa,food
eat. sepa expense,food
Amc Theatres Ecom/Cairo,entertainment
NETFLIX-FRANCE-SEPA,entertainment
RITE AID BILL ONLINE ROME,health
eat. ach payment,food
chipotle berlin #22414,food
PHARMACY BOSTON CREDIT,health
cvs bill via web,health
Pret A Manger Ca Eur,food
Debit Amtrak,transport
BANK OF AMERICA FEE ONLINE GERMANY,other
App Italo,transport
DEUTSCHE BAHN PAYMENT VIA IBAN,transport
Trip Bbc Iplayer,entertainment
bolt amex miami sepa,transport
BILLA-FRANCE-ECOM,food
CLINIC SUBSCRIPTION ONLINE UK,health
PHARMACY FEE ONLINE NETHERLANDS,health
DOCMORRIS DELIVERY SAN FRANCISCO,health
Boots Miami Eur,health
Walmart Bill Via Debit,shopping
BILLA CHARGE VIA DEBIT,food
ride barclays,other
canal+ miami eur,entertainment
renfe credit expense,transport
CVS CARD IL SEPA,health
Xbox*Pay Cairo,entertainment
Sepa Starbucks,food
Bart*Pur Italy,transport
amazon amex eu sepa,shopping
bolt iban expense,transport
spar sepa subscription,food
XBOX*PAY CA,entertainment
TESCO ORDER ONLINE GERMANY,shopping
CLINIC ONLINE ORDER,health
pharmacy eu eur,health
XBOX ROME #21999,entertainment
PLAYSTATIONHULU WIRE VIENNA SEPA,entertainment
Apotek Paypal Tx Sepa,health
HOSPITAL BILL,health
visa nando's,food
subway-milan-ride,food
RITE AID CHARGE,health
Amazon Pos Dallas Sepa,shopping
Greggs Boston #83943,food
BANK OF AMERICA-EUR-DIGITAL,other
UTILITY PAYMENT BILL ONLINE BELGIUM,other
T-MOBILE KSA #96910,other
WALGREENS--SQUARE,health
chipotle fee via ride,food
renfe*cha netherlands,transport
clinic-dallas-visa,health
TFL MILAN ECOM,transport
Costco Uk #71533,shopping
DIGITAL SPOTIFY,entertainment
nando's usa eur,food
canal+ ach tx,entertainment
sncf giza #81602,transport
Cvs*Fee France,health
Mta Expense Online San Francisco,transport
Playstationhulu Charge Via Ride,entertainment
rite aid order online los angeles,health
WIRE AMAZON,shopping
Aldi-Cairo-Sepa,shopping
Best Buy New York #59778,shopping
Barclays Il Digital,other
Ach Aldi,shopping
dunkin*pay berlin,food
Vodafone Intl Ksa Sepa,other
CHASE*PAY UK,other
clinic-uae-iban,health
at&t order online wa,other
paul bakery san francisco intl,food
Verizon Subscription,other
Youtube Card/Brussels,entertainment
BART APP/PARIS,transport
chipotle paris online,food
DEUTSCHE BAHN ONLINE VIENNA SEPA,transport
HSBC PAYPAL NEW YORK SEPA,other
walmart visa/spain,shopping
Amc Theatres Trip Txn,entertainment
Best Buy Berlin Ecom,shopping
lyft pos/fl,transport
PHARMACY-ALEX-SEPA,health
DOCMORRIS TXN VIA INTL,health
Paypal Chase,other
Mta Ach/Seattle,transport
Amc Theatres Alex Eur,entertainment
Steam-Wa-Credit,entertainment
PHARMACY PURCHASE ONLINE BOSTON,health
O2*Exp Alex,other
Amazon Usa Card,shopping
NANDO'S BILL VIA SEPA,food
tesco intl/france,shopping
aldi txn alex sepa,shopping
UTILITY PAYMENT BILL ONLINE US,other
pret a manger card/rome,food
SALARY SQUARE CHARGE,other
ATM ALEX SEPA,other
CLINIC NEW YORK DELIVERY,health
Cvs Eur Eur,health
Carrefour*Bil Paris,shopping
trip target,shopping
bank of america france #63797,other
trip bank of america,other
wendy's ach/uk,food
wendy's*fee uk,food
aldi txn online eur,shopping
atm ach belgium sepa,other
CVS ACH/MILAN,health
Hospital*Sub Seattle,health
Italo Italy #70107,transport
Spotify Visa/France,entertainment
PAUL BAKERY BILL,food
TESCO CHARGE ONLINE IL,shopping
Orange Paypal Payment,other
Hsbc-Amsterdam-Delivery,other
RITE AID STRIPE BERLIN,health
gym web boston,health
Hospital Subscription Via App,health
credit tfl,transport
docmorris digital payment,health
Youtube Ecom Italy Sepa,entertainment
Bolt Payment,transport
VODAFONE APP DALLAS SEPA,other
Cvs Iban Charge,health
pharmacy visa brussels,health
eat. vienna eur,food
ORANGE FEE VIA MASTERCARD,other
Apotek Uae #71437,health
KFC ALEX RIDE,food
Lyft Charge Online Uae,transport
Lidl Subscription,food
ALDI-SPAIN-WEB,shopping
Rite Aid Germany Stripe,health
orange usa #84812,other
boots amsterdam amex,health
Gym*Sub Milan,health
MCDONALDS BILL,food
Hospital Bill,health
EUROSTAR WEB DALLAS SEPA,transport
TRIP XBOX,entertainment
TESCO BILL ONLINE UAE,shopping
O2 Alex Eur,other
Sncf Fee Via Pos,transport
Apotek Uae Eur,health
Carrefour Uae #42177,shopping
bank of america credit/usa,other
EUROSTAR ITALY #22765,transport
Tesco-Paris-Ride,shopping
clinic order via ecom,health
spotify payment,entertainment
AT&T POS/CA,other
CLINIC DIGITAL FEE,health
SUBWAY ORDER ONLINE BELGIUM,food
paul bakery ride vienna sepa,food
Gym Payment Via Txn,health
Greggs  Eur,food
ALDI BILL VIA ACH,shopping
TFL EGYPT EUR,transport
disney+ netherlands #27244,entertainment
APOTEK CAIRO #77987,health
BEST BUY CARD CHARGE,shopping
CVS WA EUR,health
le pain quotidien txn italy sepa,food
Canal+ Credit Us,entertainment
EUROSTAR-BRUSSELS-DEBIT,transport
card utility payment,other
chase-us-web,other
Billa Il Stripe,food
hospital ecom uae,health
DUNKIN FEE VIA PAYPAL,food
Chase Charge,other
WIRE NETFLIX,entertainment
trainline milan eur,transport
GYM-ROME-WEB,health
Dunkin Credit Paris,food
Lyft Sepa Amsterdam,transport
DEBIT LE PAIN QUOTIDIEN,food
APOTEK SUBSCRIPTION ONLINE ROME,health
Netflix Debit/Netherlands,entertainment
pos chase,other
Hsbc Sepa Miami,other
Barclays-Milan-Delivery,other
Aldi Mastercard Chicago Sepa,shopping
canal+ new york #65587,entertainment
Walgreens Delivery Los Angeles Sepa,health
Salary*Pur Wa,other
Stripe Disney+,entertainment
target online txn,shopping
barclays wire us,other
YOUTUBE-BRUSSELS-PAYPAL,entertainment
amc theatres new york eur,entertainment
STEAM SAN FRANCISCO VISA,entertainment
deutsche bahn expense online belgium,transport
CVS-TX-POS,health
mcdonalds-italy-sepa,food
CVS*TXN SEPA,health
amc theatres subscription online dallas,entertainment
pharmacy*fee sepa,health
Mcdonalds Purchase,food
el corte ingles app usa sepa,shopping
o2 txn,other
SALARY-SEATTLE-VISA,other
canal+ pos/belgium,entertainment
unknown*cha italy,other
RITE AID BELGIUM #56560,health
T-Mobile Ecom Bill,other
netflix ecom tx sepa,entertainment
VODAFONE-UK-SEPA,other
EUROSTAR SEATTLE #63607,transport
Bbc Iplayer Credit Txn,entertainment
target los angeles stripe,shopping
STEAM-UK-CARD,entertainment
At&T Iban Uae Sepa,other
CVS DIGITAL BILL,health
VISA PHARMACY,health
Netflix Card Tx Sepa,entertainment
SALARY POS UAE,other
Bank Of America Fee Via Mastercard,other
WIRE CVS,health
verizon seattle #15750,other
ATM EUR #35790,other
WALGREENS SQUARE CHARGE,health
salary-usa-web,other
T-MOBILE PAYPAL EXPENSE,other
ECOM AMTRAK,transport
Sky Eu Eur,entertainment
HSBC  TRIP,other
Tfl-Amsterdam-Card,transport
O2 IL #20045,other
APOTEK VISA AMSTERDAM SEPA,health
spotify amex sepa,entertainment
le pain quotidien vienna #80464,food
UBER US EUR,transport
atm visa/new york,other
Chipotle Miami Amex,food
BARCLAYS US EUR,other
AMTRAK*SUB GERMANY,transport
mta*pay giza,transport
ecom bbc iplayer,entertainment
XBOX DELIVERY PURCHASE,entertainment
BARCLAYS BILL,other
BEST BUY VISA MADRID,shopping
Apotek Card Usa Sepa,health
tesco*cha dallas,shopping
Verizon Purchase Via Stripe,other
utility payment germany eur,other
Mta-Amsterdam-Digital,transport
CARREFOUR TXN ONLINE KSA,shopping
atm purchase online egypt,other
Spotify*Bil Ca,entertainment
pret a manger wire uk sepa,food
Costco Web/Miami,shopping
Bart*Cha ,transport
spotify charge,entertainment
PLAYSTATIONHULU STRIPE PARIS,entertainment
spar purchase via amex,food
Bbc Iplayer Purchase,entertainment
youtube dallas #28415,entertainment
wendy's credit amsterdam sepa,food
PHARMACY ONLINE NETHERLANDS,health
t-mobile*sub eu,other
COSTCO NY #58061,shopping
CARREFOUR ORDER VIA SEPA,shopping
VODAFONE TXN ONLINE CA,other
Bbc Iplayer London #26745,entertainment
SPOTIFY*SUB SPAIN,entertainment
spotify bill,entertainment
Tfl Ride Italy,transport
ZALANDO ORDER VIA DEBIT,shopping
SEPA PLAYSTATIONHULU,entertainment
sepa nando's,food
EUROSTAR-MILAN-CARD,transport
Target Subscription,shopping
ALDI CHARGE VIA DIGITAL,shopping
BILLA AMSTERDAM EUR,food
CLINIC ACH IL SEPA,health
Spotify Uk Eur,entertainment
DUNKIN-NETHERLANDS-IBAN,food
Walmart-Chicago-Credit,shopping
App Aldi,shopping
trainline  sepa,transport
PAUL BAKERY TXN ONLINE BELGIUM,food
verizon wa paypal,other
Paypal Hospital,health
chase austria #56869,other
dunkin-vienna-pos,food
DUNKIN CA EUR,food
Wendy'S Purchase Via Card,food
UTILITY PAYMENT VIENNA #35958,other
SALARY SQUARE TXN,other
ATM PAYPAL PURCHASE,other
Paul Bakery Milan Ecom,food
clinic txn online miami,health
DISNEY+ RIDE NEW YORK SEPA,entertainment
apotek wire/amsterdam,health
Atm Spain #3439,other
Spotify Txn,entertainment
amc theatres usa square,entertainment
netflix txn online alex,entertainment
ATM ECOM/FRANCE,other
bank of america-madrid-digital,other
PLAYSTATIONHULU CA #64505,entertainment
lidl spain #31129,food
amtrak digital/ca,transport
sncf bill,transport
DEUTSCHE BAHN BRUSSELS MASTERCARD,transport
Gym Miami #47476,health
SKY STRIPE/BOSTON,entertainment
atm*bil brussels,other
Docmorris Miami Eur,health
TACO BELL EGYPT #93428,food
Cvs Visa Expense,health
YOUTUBE*TXN US,entertainment
t-mobile credit expense,other
TFL FEE,transport
ITALO*EXP USA,transport
Eurostar Amex Purchase,transport
Sky Purchase,entertainment
boots los angeles ride,health
netflix payment via digital,entertainment
walgreens payment via debit,health
carrefour ride rome,shopping
El Corte Ingles Ksa Web,shopping
bank of america germany eur,other
xbox fee online il,entertainment
TACO BELL ECOM MILAN SEPA,food
taco bell ca ride,food
SPOTIFY EXPENSE ONLINE MADRID,entertainment
orange sepa charge,other
credit taco bell,food
at&t intl payment,other
dunkin*exp germany,food
VODAFONE-IL-IBAN,other
T-Mobile Fee Online Alex,other
spotify charge online milan,entertainment
chipotle credit payment,food
Chase*Fee Belgium,other
greggs purchase via iban,food
Cvs Stripe Eu,health
EL CORTE INGLES-CA-DELIVERY,shopping
SKY GIZA SEPA,entertainment
clinic charge online usa,health
MTA DELIVERY ,transport
AT&T FEE,other
INTL PLAYSTATIONHULU,entertainment
Tfl Txn Via Square,transport
hsbc seattle #24104,other
WENDY'S CREDIT NY,food
Bart Stripe Payment,transport
wire uber,transport
Square Mta,transport
STEAM CAIRO EUR,entertainment
cvs-eur-iban,health
Unknown Order Via Txn,other
Unknown Los Angeles Square,other
XBOX PAYMENT VIA AMEX,entertainment
Spotify Expense Via Paypal,entertainment
lyft txn expense,transport
tesco eu eur,shopping
billa payment via digital,food
intl rite aid,health
TARGET WA EUR,shopping
BEST BUY-SPAIN-DEBIT,shopping
WALGREENS-SPAIN-IBAN,health
PRET A MANGER*BIL EU,food
tesco cairo delivery,shopping
Aldi San Francisco Eur,shopping
VODAFONE UK #41507,other
POS SKY,entertainment
orange order via amex,other
Mcdonalds Italy Txn,food
Renfe Debit Amsterdam Sepa,transport
bolt fee via trip,transport
XBOX*FEE SPAIN,entertainment
LE PAIN QUOTIDIEN SAN FRANCISCO #37792,food
Walmart-Miami-Credit,shopping
pos orange,other
At&T Mastercard Eu,other
salary-ny-web,other
deutsche bahn digital san francisco sepa,transport
TRIP DEUTSCHE BAHN,transport
Dunkin-Sepa-Delivery,food
LIDL CHARGE,food
Verizon Bill,other
NETFLIX PURCHASE,entertainment
ride hospital,health
trip costco,shopping
orange cairo #4405,other
xbox digital charge,entertainment
spar card purchase,food
SALARY VISA/ROME,other
canal+ digital purchase,entertainment
Sepa Lidl,food
BARCLAYS ACH/CA,other
Target*Txn Ny,shopping
canal+ mastercard italy sepa,entertainment
eat. web fee,food
salary sepa payment,other
eurostar txn,transport
Target-Dallas-Digital,shopping
XBOX-VIENNA-APP,entertainment
Aldi Purchase Via Online,shopping
O2 Wire Ksa Sepa,other
apotek netherlands ride,health
TARGET TXN TXN,shopping
XBOX SQUARE TXN,entertainment
CLINIC-US-MASTERCARD,health
Rite Aid*Ord Paris,health
EUROSTAR EXPENSE VIA DIGITAL,transport
target app expense,shopping
PLAYSTATIONHULU PURCHASE,entertainment
APOTEK MIAMI TXN,health
best buy alex #45847,shopping
Xbox*Sub Wa,entertainment
PLAYSTATIONHULU*EXP MIAMI,entertainment
subway seattle eur,food
INTL CARREFOUR,shopping
NANDO'S IBAN AUSTRIA,food
Eurostar Charge,transport
HOSPITAL ALEX WEB,health
LE PAIN QUOTIDIEN BILL,food
t-mobile los angeles txn,other
AMAZON*BIL CAIRO,shopping
o2 seattle #68965,other
hospital boston eur,health
AMC THEATRES CARD LONDON SEPA,entertainment
Unknown Ride Fee,other
SUBWAY CREDIT GIZA,food
SUBWAY ECOM SAN FRANCISCO SEPA,food
Web Clinic,health
Hospital App Austria Sepa,health
BOOTS SUBSCRIPTION,health
Dunkin Delivery Expense,food
MCDONALDS PURCHASE,food
Hospital Mastercard Paris,health
amc theatres app ksa sepa,entertainment
Wire Sky,entertainment
Italo Mastercard Belgium Sepa,transport
Bolt Charge Via Iban,transport
Steam Trip Amsterdam,entertainment
Canal+ Fee,entertainment
RITE AID*PAY DALLAS,health
Subway*Pay Chicago,food
BARCLAYS FEE VIA TXN,other
aldi pos/rome,shopping
Salary Bill,other
hsbc cairo eur,other
VODAFONE EXPENSE,other
Lidl Dallas Credit,food
el corte ingles visa purchase,shopping
BART PAYMENT ONLINE MADRID,transport
Target Charge Online Miami,shopping
WALMART GIZA DIGITAL,shopping
costco ny credit,shopping
playstationhulu bill via amex,entertainment
LIDL DIGITAL CHARGE,food
Apotek Trip/Ca,health
Costco Mastercard Us,shopping
verizon rome iban,other
XBOX CREDIT ORDER,entertainment
SNCF TXN MILAN,transport
TXN BEST BUY,shopping
COSTCO SEPA ROME SEPA,shopping
WENDY'S*PAY CA,food
APOTEK AMEX USA,health
AMC THEATRES SQUARE/MILAN,entertainment
carrefour charge,shopping
disney+ digital cairo sepa,entertainment
target eur square,shopping
SQUARE BOLT,transport
STARBUCKS VISA MADRID SEPA,food
Pharmacy Txn Wa Sepa,health
spar delivery miami sepa,food
EUROSTAR MASTERCARD PAYMENT,transport
TRAINLINE MASTERCARD US SEPA,transport
boots-france-intl,health
amc theatres ecom boston sepa,entertainment
CHASE TXN,other
Paul Bakery-Vienna-Card,food
hospital*txn vienna,health
Amex Taco Bell,food
uber ecom ,transport
sky iban giza,entertainment
lyft iban/ny,transport
Amtrak Usa Eur,transport
Apotek-London-Ride,health
pos rite aid,health
BBC IPLAYER DIGITAL AUSTRIA SEPA,entertainment
o2 txn online france,other
sky-us-online,entertainment
MCDONALDS INTL PURCHASE,food
Taco Bell*Bil Brussels,food
Amc Theatres Visa/Uk,entertainment
BOLT EXPENSE VIA AMEX,transport
STEAM WIRE US SEPA,entertainment
CHASE BOSTON WIRE,other
atm stripe vienna,other
CARREFOUR VISA CAIRO SEPA,shopping
ZALANDO*CHA SEPA,shopping
Pharmacy Sepa Austria,health
eat. paypal/uk,food
CHASE BELGIUM EUR,other
Intl Cvs,health
O2 Visa Milan Sepa,other
Utility Payment Subscription,other
el corte ingles spain #26932,shopping
CARREFOUR ACH GIZA,shopping
Rite Aid Ach Cairo Sepa,health
Amazon-Wa-Sepa,shopping
Chase Ksa Eur,other
Youtube-Eu-Square,entertainment
delivery tfl,transport
le pain quotidien*ord usa,food
billa expense online egypt,food
aldi pos ny,shopping
Canal+ Mastercard Cairo,entertainment
nando's amex payment,food
el corte ingles mastercard/uk,shopping
starbucks belgium eur,food
STEAM TXN,entertainment
intl bbc iplayer,entertainment
Trainline Italy Ach,transport
RENFE FEE,transport
sky payment online cairo,entertainment
PHARMACY INTL UAE SEPA,health
Canal+*Pur Los Angeles,entertainment
docmorris*txn vienna,health
Best Buy Txn Via Iban,shopping
apotek ach payment,health
RENFE ECOM BILL,transport
EL CORTE INGLES BILL VIA DELIVERY,shopping
orange fee,other
lyft chicago card,transport
Bolt Wa Eur,transport
Lyft-San Francisco-Web,transport
XBOX DALLAS EUR,entertainment
card amazon,shopping
EL CORTE INGLES*PAY BELGIUM,shopping
Taco Bell Delivery/Chicago,food
rite aid new york eur,health
Lidl Web Rome,food
STEAM ROME EUR,entertainment
pharmacy payment via paypal,health
APP UTILITY PAYMENT,other
TRAINLINE  #63061,transport
SKY FEE ONLINE NEW YORK,entertainment
chipotle*pay madrid,food
At&T-Tx-Square,other
T-MOBILE POS/IL,other
O2 Ca #55196,other
Aldi Germany #22374,shopping
eurostar sepa fee,transport
BARCLAYS CHARGE,other
ITALO UK #72866,transport
AT&T ECOM UAE SEPA,other
LIDL BILL VIA WEB,food
mcdonalds intl/cairo,food
El Corte Ingles Purchase,shopping
online chase,other
ATM*CHA AUSTRIA,other
Utility Payment Amex Payment,other
Italo-Netherlands-Paypal,transport
GYM NEW YORK EUR,health
ORANGE*FEE MADRID,other
CLINIC TXN NETHERLANDS,health
TARGET BOSTON #84911,shopping
Docmorris*Exp Cairo,health
cvs txn online berlin,health
visa apotek,health
NETFLIX*CHA BELGIUM,entertainment
Youtube Fl #85995,entertainment
Pret A Manger Amsterdam Eur,food
mta amex france sepa,transport
DEUTSCHE BAHN PAYPAL/NETHERLANDS,transport
TRAINLINE SEPA VISA,transport
Renfe-Fl-Square,transport
at&t ride purchase,other
VISA XBOX,entertainment
zalando order,shopping
Amtrak Iban London Sepa,transport
Carrefour Order,shopping
tesco san francisco sepa,shopping
UTILITY PAYMENT ACH SUBSCRIPTION,other
SALARY ACH IL,other
TRAINLINE EXPENSE,transport
tesco trip/amsterdam,shopping
italo mastercard/miami,transport
ALDI WIRE FRANCE SEPA,shopping
Tesco Web Eu Sepa,shopping
starbucks pos fee,food
STEAM*PUR SPAIN,entertainment
CLINIC AMSTERDAM EUR,health
paul bakery--credit,food
Amc Theatres Card/Dallas,entertainment
Chase Card Vienna Sepa,other
ZALANDO FEE,shopping
Bolt Ny Amex,transport
BARCLAYS USA EUR,other
TARGET BELGIUM DIGITAL,shopping
uber digital cairo sepa,transport
Starbucks Bill Via Trip,food
Lidl Sepa/Usa,food
cvs los angeles delivery,health
TFL RIDE CHARGE,transport
WALGREENS*PUR EUR,health
lyft-fl-debit,transport
PRET A MANGER SUBSCRIPTION VIA MASTERCARD,food
Deutsche Bahn Egypt Visa,transport
Hospital Credit Wa Sepa,health
le pain quotidien card paris,food
Xbox Netherlands Eur,entertainment
lidl new york trip,food
Clinic Payment,health
